********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend,ug/l,Flag Code See Legend
"Station_Code","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
marcwwq,P,06/02/2022 07:30,0,1,{CSM},28.6,<0> ,38.53,<0> ,24.4,<0> ,87.0,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,4.6,<0> ,
marcwwq,P,06/02/2022 07:45,0,1,{CSM},28.6,<0> ,38.58,<0> ,24.4,<0> ,85.9,<0> ,5.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.5,<0> ,
marcwwq,P,06/02/2022 08:00,0,1,{CSM},28.6,<0> ,38.60,<0> ,24.5,<0> ,86.8,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.9,<0> ,
marcwwq,P,06/02/2022 08:15,0,1,{CSM},28.6,<0> ,38.61,<0> ,24.5,<0> ,87.1,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.7,<0> ,
marcwwq,P,06/02/2022 08:30,0,1,{CSM},28.6,<0> ,38.59,<0> ,24.4,<0> ,87.0,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.1,<0> ,
marcwwq,P,06/02/2022 08:45,0,1,{CSM},28.6,<0> ,38.59,<0> ,24.4,<0> ,88.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.7,<0> ,
marcwwq,P,06/02/2022 09:00,0,1,{CSM},28.6,<0> ,38.64,<0> ,24.5,<0> ,88.3,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.3,<0> ,
marcwwq,P,06/02/2022 09:15,0,1,{CSM},28.6,<0> ,38.66,<0> ,24.5,<0> ,88.3,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.7,<0> ,
marcwwq,P,06/02/2022 09:30,0,1,{CSM},28.7,<0> ,38.67,<0> ,24.5,<0> ,88.6,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.9,<0> ,
marcwwq,P,06/02/2022 09:45,0,1,{CSM},28.7,<0> ,38.70,<0> ,24.5,<0> ,87.9,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.5,<0> ,
marcwwq,P,06/02/2022 10:00,0,1,{CSM},28.7,<0> ,38.71,<0> ,24.5,<0> ,85.9,<0> ,5.8,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.4,<0> ,
marcwwq,P,06/02/2022 10:15,0,1,{CSM},28.7,<0> ,38.71,<0> ,24.5,<0> ,85.5,<0> ,5.8,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.4,<0> ,
marcwwq,P,06/02/2022 10:30,0,1,{CSM},28.8,<0> ,38.70,<0> ,24.5,<0> ,87.6,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.2,<0> ,
marcwwq,P,06/02/2022 10:45,0,1,{CSM},28.7,<0> ,38.75,<0> ,24.6,<0> ,89.4,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.6,<0> ,
marcwwq,P,06/02/2022 11:00,0,1,{CSM},28.8,<0> ,38.71,<0> ,24.5,<0> ,94.2,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,5.0,<0> ,
marcwwq,P,06/02/2022 11:15,0,1,{CSM},28.9,<0> ,38.66,<0> ,24.5,<0> ,96.1,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,4.6,<0> ,
marcwwq,P,06/02/2022 11:30,0,1,{CSM},28.9,<0> ,38.66,<0> ,24.5,<0> ,100.6,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.6,<0> ,
marcwwq,P,06/02/2022 11:45,0,1,{CSM},28.9,<0> ,38.63,<0> ,24.5,<0> ,100.8,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.5,<0> ,
marcwwq,P,06/02/2022 12:00,0,1,{CSM},28.9,<0> ,38.68,<0> ,24.5,<0> ,100.5,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.7,<0> ,
marcwwq,P,06/02/2022 12:15,0,1,{CSM},28.9,<0> ,38.67,<0> ,24.5,<0> ,99.2,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,5.2,<0> ,
marcwwq,P,06/02/2022 12:30,0,1,{CSM},29.0,<0> ,38.56,<0> ,24.4,<0> ,99.8,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.5,<0> ,
marcwwq,P,06/02/2022 12:45,0,1,{CSM},29.0,<0> ,38.54,<0> ,24.4,<0> ,99.1,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,6.5,<0> ,
marcwwq,P,06/02/2022 13:00,0,1,{CSM},29.3,<0> ,38.49,<0> ,24.4,<0> ,101.2,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,5.7,<0> ,
marcwwq,P,06/02/2022 13:15,0,1,{CSM},29.4,<0> ,38.51,<0> ,24.4,<0> ,100.5,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.8,<0> ,
marcwwq,P,06/02/2022 13:30,0,1,{CSM},29.6,<0> ,38.53,<0> ,24.4,<0> ,100.4,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.8,<0> ,
marcwwq,P,06/02/2022 13:45,0,1,{CSM},29.7,<0> ,38.53,<0> ,24.4,<0> ,101.7,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.6,<0> ,
marcwwq,P,06/02/2022 14:00,0,1,{CSM},29.9,<0> ,38.61,<0> ,24.4,<0> ,101.6,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,5.4,<0> ,
marcwwq,P,06/02/2022 14:15,0,1,{CSM},30.0,<0> ,38.63,<0> ,24.4,<0> ,100.6,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,5.2,<0> ,
marcwwq,P,06/02/2022 14:30,0,1,{CSM},30.3,<0> ,38.68,<0> ,24.5,<0> ,101.3,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.3,<0> ,
marcwwq,P,06/02/2022 14:45,0,1,{CSM},30.2,<0> ,38.66,<0> ,24.5,<0> ,102.5,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.8,<0> ,
marcwwq,P,06/02/2022 15:00,0,1,{CSM},30.4,<0> ,38.72,<0> ,24.5,<0> ,103.6,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.4,<0> ,
marcwwq,P,06/02/2022 15:15,0,1,{CSM},30.3,<0> ,38.67,<0> ,24.5,<0> ,103.0,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.4,<0> ,
marcwwq,P,06/02/2022 15:30,0,1,{CSM},30.4,<0> ,38.69,<0> ,24.5,<0> ,104.2,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.7,<0> ,
marcwwq,P,06/02/2022 15:45,0,1,{CSM},30.4,<0> ,38.69,<0> ,24.5,<0> ,103.9,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.8,<0> ,
marcwwq,P,06/02/2022 16:00,0,1,{CSM},30.5,<0> ,38.69,<0> ,24.5,<0> ,103.8,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.5,<0> ,
marcwwq,P,06/02/2022 16:15,0,1,{CSM},30.4,<0> ,38.67,<0> ,24.5,<0> ,104.5,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,5.0,<0> ,
marcwwq,P,06/02/2022 16:30,0,1,{CSM},30.4,<0> ,38.66,<0> ,24.5,<0> ,104.0,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.8,<0> ,
marcwwq,P,06/02/2022 16:45,0,1,{CSM},30.4,<0> ,38.61,<0> ,24.4,<0> ,104.0,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.0,<0> ,
marcwwq,P,06/02/2022 17:00,0,1,{CSM},30.4,<0> ,38.62,<0> ,24.4,<0> ,104.2,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.3,<0> ,
marcwwq,P,06/02/2022 17:15,0,1,{CSM},30.4,<0> ,38.61,<0> ,24.4,<0> ,103.3,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,16,<0> ,5.3,<0> ,
marcwwq,P,06/02/2022 17:30,0,1,{CSM},30.4,<0> ,38.60,<0> ,24.4,<0> ,104.3,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,16,<0> ,5.7,<0> ,
marcwwq,P,06/02/2022 17:45,0,1,{CSM},30.4,<0> ,38.61,<0> ,24.4,<0> ,104.6,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,5.9,<0> ,
marcwwq,P,06/02/2022 18:00,0,1,{CSM},30.4,<0> ,38.60,<0> ,24.4,<0> ,103.9,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,6.7,<0> ,
marcwwq,P,06/02/2022 18:15,0,1,{CSM},30.3,<0> ,38.60,<0> ,24.4,<0> ,103.8,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 18:30,0,1,{CSM},30.3,<0> ,38.60,<0> ,24.4,<0> ,103.5,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.4,<0> ,
marcwwq,P,06/02/2022 18:45,0,1,{CSM},30.3,<0> ,38.60,<0> ,24.4,<0> ,102.7,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.4,<0> ,
marcwwq,P,06/02/2022 19:00,0,1,{CSM},30.3,<0> ,38.60,<0> ,24.4,<0> ,102.5,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.5,<0> ,
marcwwq,P,06/02/2022 19:15,0,1,{CSM},30.2,<0> ,38.59,<0> ,24.4,<0> ,100.9,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 19:30,0,1,{CSM},30.2,<0> ,38.58,<0> ,24.4,<0> ,101.1,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,7.0,<0> ,
marcwwq,P,06/02/2022 19:45,0,1,{CSM},30.2,<0> ,38.58,<0> ,24.4,<0> ,101.0,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.8,<0> ,
marcwwq,P,06/02/2022 20:00,0,1,{CSM},30.1,<0> ,38.57,<0> ,24.4,<0> ,100.2,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.6,<0> ,
marcwwq,P,06/02/2022 20:15,0,1,{CSM},30.1,<0> ,38.56,<0> ,24.4,<0> ,99.9,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,7.0,<0> ,
marcwwq,P,06/02/2022 20:30,0,1,{CSM},30.0,<0> ,38.56,<0> ,24.4,<0> ,100.1,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,22,<0> ,6.7,<0> ,
marcwwq,P,06/02/2022 20:45,0,1,{CSM},30.0,<0> ,38.54,<0> ,24.4,<0> ,98.4,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,19,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 21:00,0,1,{CSM},30.0,<0> ,38.51,<0> ,24.4,<0> ,98.4,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,19,<0> ,6.4,<0> ,
marcwwq,P,06/02/2022 21:15,0,1,{CSM},30.0,<0> ,38.50,<0> ,24.3,<0> ,98.9,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 21:30,0,1,{CSM},29.9,<0> ,38.49,<0> ,24.3,<0> ,97.9,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 21:45,0,1,{CSM},29.9,<0> ,38.48,<0> ,24.3,<0> ,97.8,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,5.9,<0> ,
marcwwq,P,06/02/2022 22:00,0,1,{CSM},29.9,<0> ,38.48,<0> ,24.3,<0> ,97.6,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,6.1,<0> ,
marcwwq,P,06/02/2022 22:15,0,1,{CSM},29.9,<0> ,38.47,<0> ,24.3,<0> ,94.9,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,17,<0> ,5.5,<0> ,
marcwwq,P,06/02/2022 22:30,0,1,{CSM},29.9,<0> ,38.47,<0> ,24.3,<0> ,98.3,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,17,<0> ,6.3,<0> ,
marcwwq,P,06/02/2022 22:45,0,1,{CSM},29.8,<0> ,38.47,<0> ,24.3,<0> ,97.3,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,18,<0> ,5.7,<0> ,
marcwwq,P,06/02/2022 23:00,0,1,{CSM},29.8,<0> ,38.46,<0> ,24.3,<0> ,97.5,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,16,<0> ,5.7,<0> ,
marcwwq,P,06/02/2022 23:15,0,1,{CSM},29.8,<0> ,38.46,<0> ,24.3,<0> ,97.6,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,16,<0> ,6.0,<0> ,
marcwwq,P,06/02/2022 23:30,0,1,{CSM},29.7,<0> ,38.45,<0> ,24.3,<0> ,97.0,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,6.1,<0> ,
marcwwq,P,06/02/2022 23:45,0,1,{CSM},29.7,<0> ,38.44,<0> ,24.3,<0> ,97.0,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,6.0,<0> ,
marcwwq,P,06/03/2022 00:00,0,1,{CSM},29.7,<0> ,38.42,<0> ,24.3,<0> ,97.1,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,6.3,<0> ,
marcwwq,P,06/03/2022 00:15,0,1,{CSM},29.7,<0> ,38.41,<0> ,24.3,<0> ,96.1,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.7,<0> ,
marcwwq,P,06/03/2022 00:30,0,1,{CSM},29.7,<0> ,38.40,<0> ,24.3,<0> ,96.2,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,15,<0> ,5.9,<0> ,
marcwwq,P,06/03/2022 00:45,0,1,{CSM},29.7,<0> ,38.41,<0> ,24.3,<0> ,96.4,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,6.1,<0> ,
marcwwq,P,06/03/2022 01:00,0,1,{CSM},29.7,<0> ,38.41,<0> ,24.3,<0> ,96.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,6.5,<0> ,
marcwwq,P,06/03/2022 01:15,0,1,{CSM},29.6,<0> ,38.40,<0> ,24.3,<0> ,97.0,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,6.3,<0> ,
marcwwq,P,06/03/2022 01:30,0,1,{CSM},29.6,<0> ,38.42,<0> ,24.3,<0> ,95.9,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,6.2,<0> ,
marcwwq,P,06/03/2022 01:45,0,1,{CSM},29.6,<0> ,38.42,<0> ,24.3,<0> ,95.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,6.3,<0> ,
marcwwq,P,06/03/2022 02:00,0,1,{CSM},29.6,<0> ,38.42,<0> ,24.3,<0> ,96.0,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.9,<0> ,
marcwwq,P,06/03/2022 02:15,0,1,{CSM},29.6,<0> ,38.42,<0> ,24.3,<0> ,94.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,6.0,<0> ,
marcwwq,P,06/03/2022 02:30,0,1,{CSM},29.6,<0> ,38.42,<0> ,24.3,<0> ,94.6,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.8,<0> ,
marcwwq,P,06/03/2022 02:45,0,1,{CSM},29.6,<0> ,38.43,<0> ,24.3,<0> ,95.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.9,<0> ,
marcwwq,P,06/03/2022 03:00,0,1,{CSM},29.6,<0> ,38.43,<0> ,24.3,<0> ,95.1,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.7,<0> ,
marcwwq,P,06/03/2022 03:15,0,1,{CSM},29.6,<0> ,38.43,<0> ,24.3,<0> ,94.4,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,6.2,<0> ,
marcwwq,P,06/03/2022 03:30,0,1,{CSM},29.6,<0> ,38.43,<0> ,24.3,<0> ,93.2,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.7,<0> ,
marcwwq,P,06/03/2022 03:45,0,1,{CSM},29.6,<0> ,38.43,<0> ,24.3,<0> ,93.9,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.9,<0> ,
marcwwq,P,06/03/2022 04:00,0,1,{CSM},29.6,<0> ,38.41,<0> ,24.3,<0> ,94.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.9,<0> ,
marcwwq,P,06/03/2022 04:15,0,1,{CSM},29.6,<0> ,38.41,<0> ,24.3,<0> ,94.2,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.9,<0> ,
marcwwq,P,06/03/2022 04:30,0,1,{CSM},29.5,<0> ,38.40,<0> ,24.3,<0> ,92.5,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.3,<0> ,
marcwwq,P,06/03/2022 04:45,0,1,{CSM},29.5,<0> ,38.40,<0> ,24.3,<0> ,92.0,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.0,<0> ,
marcwwq,P,06/03/2022 05:00,0,1,{CSM},29.5,<0> ,38.40,<0> ,24.3,<0> ,89.9,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.0,<0> ,
marcwwq,P,06/03/2022 05:15,0,1,{CSM},29.5,<0> ,38.40,<0> ,24.3,<0> ,91.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.7,<0> ,
marcwwq,P,06/03/2022 05:30,0,1,{CSM},29.5,<0> ,38.39,<0> ,24.3,<0> ,91.7,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.7,<0> ,
marcwwq,P,06/03/2022 05:45,0,1,{CSM},29.4,<0> ,38.39,<0> ,24.3,<0> ,90.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,5.5,<0> ,
marcwwq,P,06/03/2022 06:00,0,1,{CSM},29.4,<0> ,38.40,<0> ,24.3,<0> ,90.1,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.3,<0> ,
marcwwq,P,06/03/2022 06:15,0,1,{CSM},29.4,<0> ,38.40,<0> ,24.3,<0> ,91.1,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,5.2,<0> ,
marcwwq,P,06/03/2022 06:30,0,1,{CSM},29.4,<0> ,38.40,<0> ,24.3,<0> ,90.0,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,4.9,<0> ,
marcwwq,P,06/03/2022 06:45,0,1,{CSM},29.4,<0> ,38.40,<0> ,24.3,<0> ,87.1,<0> ,5.8,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,4.8,<0> ,
marcwwq,P,06/03/2022 07:00,0,1,{CSM},29.4,<0> ,38.40,<0> ,24.3,<0> ,91.5,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,14,<0> ,5.0,<0> ,
marcwwq,P,06/03/2022 07:15,0,1,{CSM},29.3,<0> ,38.40,<0> ,24.3,<0> ,90.5,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,13,<0> ,4.9,<0> ,
marcwwq,P,06/03/2022 07:30,0,1,{CSM},29.3,<0> ,38.41,<0> ,24.3,<0> ,90.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,4.8,<0> ,
marcwwq,P,06/03/2022 07:45,0,1,{CSM},29.4,<0> ,38.41,<0> ,24.3,<0> ,90.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.3,<0> ,
marcwwq,P,06/03/2022 08:00,0,1,{CSM},29.4,<0> ,38.41,<0> ,24.3,<0> ,89.9,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.1,<0> ,
marcwwq,P,06/03/2022 08:15,0,1,{CSM},29.4,<0> ,38.41,<0> ,24.3,<0> ,90.3,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.0,<0> ,
marcwwq,P,06/03/2022 08:30,0,1,{CSM},29.5,<0> ,38.41,<0> ,24.3,<0> ,91.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.0,<0> ,
marcwwq,P,06/03/2022 08:45,0,1,{CSM},29.5,<0> ,38.41,<0> ,24.3,<0> ,89.4,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.9,<0> ,
marcwwq,P,06/03/2022 09:00,0,1,{CSM},29.6,<0> ,38.42,<0> ,24.3,<0> ,89.4,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.6,<0> ,
marcwwq,P,06/03/2022 09:15,0,1,{CSM},29.6,<0> ,38.43,<0> ,24.3,<0> ,90.6,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.7,<0> ,
marcwwq,P,06/03/2022 09:30,0,1,{CSM},29.6,<0> ,38.44,<0> ,24.3,<0> ,90.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.4,<0> ,
marcwwq,P,06/03/2022 09:45,0,1,{CSM},29.7,<0> ,38.44,<0> ,24.3,<0> ,92.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.3,<0> ,
marcwwq,P,06/03/2022 10:00,0,1,{CSM},29.7,<0> ,38.48,<0> ,24.3,<0> ,94.2,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.8,<0> ,
marcwwq,P,06/03/2022 10:15,0,1,{CSM},29.8,<0> ,38.47,<0> ,24.3,<0> ,93.6,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.9,<0> ,
marcwwq,P,06/03/2022 10:30,0,1,{CSM},30.0,<0> ,38.52,<0> ,24.4,<0> ,95.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.2,<0> ,
marcwwq,P,06/03/2022 10:45,0,1,{CSM},30.1,<0> ,38.53,<0> ,24.4,<0> ,97.1,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.0,<0> ,
marcwwq,P,06/03/2022 11:00,0,1,{CSM},30.2,<0> ,38.54,<0> ,24.4,<0> ,98.2,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.3,<0> ,
marcwwq,P,06/03/2022 11:15,0,1,{CSM},30.2,<0> ,38.58,<0> ,24.4,<0> ,99.0,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.2,<0> ,
marcwwq,P,06/03/2022 11:30,0,1,{CSM},30.3,<0> ,38.59,<0> ,24.4,<0> ,100.2,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.5,<0> ,
marcwwq,P,06/03/2022 11:45,0,1,{CSM},30.1,<0> ,38.53,<0> ,24.4,<0> ,98.4,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.6,<0> ,
marcwwq,P,06/03/2022 12:00,0,1,{CSM},29.8,<0> ,38.45,<0> ,24.3,<0> ,99.0,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.2,<0> ,
marcwwq,P,06/03/2022 12:15,0,1,{CSM},29.9,<0> ,38.43,<0> ,24.3,<0> ,101.3,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.5,<0> ,
marcwwq,P,06/03/2022 12:30,0,1,{CSM},30.0,<0> ,38.43,<0> ,24.3,<0> ,102.2,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.3,<0> ,
marcwwq,P,06/03/2022 12:45,0,1,{CSM},30.0,<0> ,38.45,<0> ,24.3,<0> ,103.0,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.4,<0> ,
marcwwq,P,06/03/2022 13:00,0,1,{CSM},30.1,<0> ,38.51,<0> ,24.4,<0> ,103.6,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,4.4,<0> ,
marcwwq,P,06/03/2022 13:15,0,1,{CSM},30.1,<0> ,38.43,<0> ,24.3,<0> ,105.2,<0> ,7.0,<0> ,,<-1> ,,,8.2,<0> ,10,<0> ,4.8,<0> ,
marcwwq,P,06/03/2022 13:30,0,1,{CSM},30.0,<0> ,38.46,<0> ,24.3,<0> ,109.0,<0> ,7.2,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,6.0,<0> ,
marcwwq,P,06/03/2022 13:45,0,1,{CSM},30.3,<0> ,38.56,<0> ,24.4,<0> ,105.6,<0> ,6.9,<0> ,,<-1> ,,,8.2,<0> ,12,<0> ,4.8,<0> ,
marcwwq,P,06/03/2022 14:00,0,1,{CSM},30.6,<0> ,38.64,<0> ,24.4,<0> ,103.4,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,11,<0> ,4.1,<0> ,
marcwwq,P,06/03/2022 14:15,0,1,{CSM},30.8,<0> ,38.70,<0> ,24.5,<0> ,103.1,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,8,<0> ,3.7,<0> ,
marcwwq,P,06/03/2022 14:30,0,1,{CSM},30.7,<0> ,38.68,<0> ,24.5,<0> ,104.1,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.8,<0> ,
marcwwq,P,06/03/2022 14:45,0,1,{CSM},30.8,<0> ,38.72,<0> ,24.5,<0> ,104.1,<0> ,6.8,<0> ,,<-1> ,,,8.2,<0> ,9,<0> ,3.7,<0> ,
